[Sat Jan 25 16:47:01 UTC 2025] VulCaN9 | Location: X: 62 Y: 85 Z: 153 | Line: 0 | 虽然有天使之箱
[Sun Feb 02 08:38:54 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 656 | Line: 1 | 
[Sun Feb 02 08:38:54 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 656 | Line: 2 | 
[Sun Feb 02 08:38:54 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 656 | Line: 3 | 
[Sun Feb 02 08:38:57 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 655 | Line: 0 | 
[Sun Feb 02 08:38:57 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 655 | Line: 1 | 
[Sun Feb 02 08:38:57 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 655 | Line: 2 | 
[Sun Feb 02 08:38:57 UTC 2025] LCMonitor | Location: X: 969 Y: 109 Z: 655 | Line: 3 | 
[Sun Feb 02 08:59:59 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 655 | Line: 0 | 
[Sun Feb 02 08:59:59 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 655 | Line: 1 | 
[Sun Feb 02 08:59:59 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 655 | Line: 2 | 
[Sun Feb 02 08:59:59 UTC 2025] LCMonitor | Location: X: 968 Y: 109 Z: 655 | Line: 3 | 
[Sun Feb 02 09:36:26 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 0 | 喜报
[Sun Feb 02 09:36:26 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 1 | 刷线机可以用了
[Sun Feb 02 09:36:26 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 2 | 放在村民繁殖那里
[Sun Feb 02 09:36:26 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 3 | 下面就是渔夫
[Sun Feb 02 09:37:25 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 0 | 喜报
[Sun Feb 02 09:37:25 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 1 | 苦力怕刷怪笼搞定了
[Sun Feb 02 09:37:25 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 2 | 废物利用放在火药塔里
[Sun Feb 02 09:37:25 UTC 2025] neckProtecter | Location: X: 508 Y: 66 Z: -326 | Line: 3 | 挂机范围要在十格内
[Sun Feb 02 09:37:33 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 0 | 喜报
[Sun Feb 02 09:37:33 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 1 | 刷怪笼扩展新生物
[Sun Feb 02 09:37:33 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 2 | 价格调低了
[Sun Feb 02 09:37:33 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 3 | 
[Sun Feb 02 09:37:44 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 0 | 喜报
[Sun Feb 02 09:37:44 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 1 | 刷怪笼扩展新生物
[Sun Feb 02 09:37:44 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 2 | 价格调低了
[Sun Feb 02 09:37:44 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 3 | 已有：橡木、苦力怕
[Sun Feb 02 11:10:05 UTC 2025] neckProtecter | Location: X: 522 Y: 67 Z: -358 | Line: 0 | 挂机房
[Sun Feb 02 11:10:05 UTC 2025] neckProtecter | Location: X: 522 Y: 67 Z: -358 | Line: 1 | 苦力怕
[Sun Feb 02 11:10:05 UTC 2025] neckProtecter | Location: X: 522 Y: 67 Z: -358 | Line: 2 | 和
[Sun Feb 02 11:10:05 UTC 2025] neckProtecter | Location: X: 522 Y: 67 Z: -358 | Line: 3 | 右侧两种刷怪笼
[Sun Feb 02 12:31:20 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -315 | Line: 0 | 
[Sun Feb 02 12:31:20 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -315 | Line: 1 | 其他方块
[Sun Feb 02 12:31:20 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -315 | Line: 2 | 
[Sun Feb 02 12:31:20 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -315 | Line: 3 | 
[Sun Feb 02 14:43:26 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -317 | Line: 0 | 
[Sun Feb 02 14:43:26 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -317 | Line: 1 | 附魔书
[Sun Feb 02 14:43:26 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -317 | Line: 2 | 
[Sun Feb 02 14:43:26 UTC 2025] Slatermy | Location: X: 509 Y: 68 Z: -317 | Line: 3 | 
[Sun Feb 02 14:44:16 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -251 | Line: 0 | 
[Sun Feb 02 14:44:16 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -251 | Line: 1 | 
[Sun Feb 02 14:44:16 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -251 | Line: 2 | 
[Sun Feb 02 14:44:16 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -251 | Line: 3 | 
[Sun Feb 02 14:44:23 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -249 | Line: 0 | 
[Sun Feb 02 14:44:23 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -249 | Line: 1 | 
[Sun Feb 02 14:44:23 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -249 | Line: 2 | 
[Sun Feb 02 14:44:23 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -249 | Line: 3 | 
[Sun Feb 02 14:44:33 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -250 | Line: 0 | 
[Sun Feb 02 14:44:33 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -250 | Line: 1 | 
[Sun Feb 02 14:44:33 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -250 | Line: 2 | 
[Sun Feb 02 14:44:33 UTC 2025] Slatermy | Location: X: 501 Y: 65 Z: -250 | Line: 3 | 
[Sun Feb 02 14:49:06 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -250 | Line: 0 | 
[Sun Feb 02 14:49:06 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -250 | Line: 1 | 锋利五
[Sun Feb 02 14:49:06 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -250 | Line: 2 | 
[Sun Feb 02 14:49:06 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -250 | Line: 3 | 
[Sun Feb 02 14:51:27 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -248 | Line: 0 | 
[Sun Feb 02 14:51:27 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -248 | Line: 1 | 抢夺三
[Sun Feb 02 14:51:27 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -248 | Line: 2 | 
[Sun Feb 02 14:51:27 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -248 | Line: 3 | 
[Sun Feb 02 14:55:09 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -246 | Line: 0 | 
[Sun Feb 02 14:55:09 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -246 | Line: 1 | 火矢
[Sun Feb 02 14:55:09 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -246 | Line: 2 | 
[Sun Feb 02 14:55:09 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -246 | Line: 3 | 
[Sun Feb 02 14:56:59 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -236 | Line: 0 | 
[Sun Feb 02 14:56:59 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -236 | Line: 1 | 无限
[Sun Feb 02 14:56:59 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -236 | Line: 2 | 
[Sun Feb 02 14:56:59 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -236 | Line: 3 | 
[Sun Feb 02 14:57:17 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -238 | Line: 0 | 
[Sun Feb 02 14:57:17 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -238 | Line: 1 | 精准采集
[Sun Feb 02 14:57:17 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -238 | Line: 2 | 
[Sun Feb 02 14:57:17 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -238 | Line: 3 | 
[Sun Feb 02 14:58:07 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -242 | Line: 0 | 
[Sun Feb 02 14:58:07 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -242 | Line: 1 | 激流三
[Sun Feb 02 14:58:07 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -242 | Line: 2 | 
[Sun Feb 02 14:58:07 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -242 | Line: 3 | 
[Sun Feb 02 14:59:44 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -244 | Line: 0 | 
[Sun Feb 02 14:59:44 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -244 | Line: 1 | 耐久三
[Sun Feb 02 14:59:44 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -244 | Line: 2 | 
[Sun Feb 02 14:59:44 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -244 | Line: 3 | 
[Sun Feb 02 15:02:47 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -240 | Line: 0 | 
[Sun Feb 02 15:02:47 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -240 | Line: 1 | 经验修补
[Sun Feb 02 15:02:47 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -240 | Line: 2 | 
[Sun Feb 02 15:02:47 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -240 | Line: 3 | 
[Sun Feb 02 15:06:29 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -234 | Line: 0 | 
[Sun Feb 02 15:06:29 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -234 | Line: 1 | 时运三
[Sun Feb 02 15:06:29 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -234 | Line: 2 | 
[Sun Feb 02 15:06:29 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -234 | Line: 3 | 
[Sun Feb 02 15:23:33 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -228 | Line: 0 | 
[Sun Feb 02 15:23:33 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -228 | Line: 1 | 保护四
[Sun Feb 02 15:23:33 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -228 | Line: 2 | 
[Sun Feb 02 15:23:33 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -228 | Line: 3 | 
[Sun Feb 02 15:27:20 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -230 | Line: 0 | 
[Sun Feb 02 15:27:20 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -230 | Line: 1 | 力量五
[Sun Feb 02 15:27:20 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -230 | Line: 2 | 
[Sun Feb 02 15:27:20 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -230 | Line: 3 | 
[Sun Feb 02 15:28:15 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -232 | Line: 0 | 
[Sun Feb 02 15:28:15 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -232 | Line: 1 | 横扫之刃三
[Sun Feb 02 15:28:15 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -232 | Line: 2 | 
[Sun Feb 02 15:28:15 UTC 2025] Slatermy | Location: X: 501 Y: 64 Z: -232 | Line: 3 | 
[Sun Feb 02 15:33:48 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 0 | 
[Sun Feb 02 15:33:48 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 1 | 其他方块
[Sun Feb 02 15:33:48 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 2 | 
[Sun Feb 02 15:33:48 UTC 2025] Slatermy | Location: X: 509 Y: 67 Z: -315 | Line: 3 | 
[Sun Feb 02 16:41:50 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 0 | 悲报
[Sun Feb 02 16:41:50 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 1 | 不死图腾农场停滞
[Sun Feb 02 16:41:50 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 2 | 唤魔者生成条件苛刻
[Sun Feb 02 16:41:50 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 3 | 希望明日有惊喜
[Sun Feb 02 16:42:01 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 
[Sun Feb 02 16:42:01 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 
[Sun Feb 02 16:42:01 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 
[Sun Feb 02 16:42:01 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 
[Sun Feb 02 16:42:07 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 0 | 
[Sun Feb 02 16:42:07 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 1 | 
[Sun Feb 02 16:42:07 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 
[Sun Feb 02 16:42:07 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 
[Sun Feb 02 16:42:13 UTC 2025] Slatermy | Location: X: 507 Y: 65 Z: -326 | Line: 0 | 
[Sun Feb 02 16:42:13 UTC 2025] Slatermy | Location: X: 507 Y: 65 Z: -326 | Line: 1 | 
[Sun Feb 02 16:42:13 UTC 2025] Slatermy | Location: X: 507 Y: 65 Z: -326 | Line: 2 | 
[Sun Feb 02 16:42:13 UTC 2025] Slatermy | Location: X: 507 Y: 65 Z: -326 | Line: 3 | 
[Sun Feb 02 16:42:42 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 
[Sun Feb 02 16:42:42 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 
[Sun Feb 02 16:42:42 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 
[Sun Feb 02 16:42:42 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 
[Sun Feb 02 16:42:58 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 0 | 悲报
[Sun Feb 02 16:42:58 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 1 | 不死图腾农场停滞
[Sun Feb 02 16:42:58 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 2 | 唤魔者生成条件苛刻
[Sun Feb 02 16:42:58 UTC 2025] Slatermy | Location: X: 511 Y: 65 Z: -326 | Line: 3 | 希望明日有惊喜
[Sun Feb 02 17:26:42 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 0 | ←
[Sun Feb 02 17:26:42 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 1 | 喜报！！
[Sun Feb 02 17:26:42 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 2 | 睡前看了下
[Sun Feb 02 17:26:42 UTC 2025] neckProtecter | Location: X: 510 Y: 65 Z: -326 | Line: 3 | 不死图腾农场工作了！
[Sun Feb 02 17:26:58 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 0 | 
[Sun Feb 02 17:26:58 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 1 | 
[Sun Feb 02 17:26:58 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 2 | 
[Sun Feb 02 17:26:58 UTC 2025] neckProtecter | Location: X: 507 Y: 66 Z: -326 | Line: 3 | 
[Sun Feb 02 17:27:23 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 0 | 刷怪笼已有：
[Sun Feb 02 17:27:23 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 1 | 橡木、苦力怕、唤魔者
[Sun Feb 02 17:27:23 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 2 | 
[Sun Feb 02 17:27:23 UTC 2025] neckProtecter | Location: X: 507 Y: 65 Z: -326 | Line: 3 | 
[Mon Feb 03 11:39:33 UTC 2025] neck | Location: X: 510 Y: 65 Z: -326 | Line: 0 | ←
[Mon Feb 03 11:39:33 UTC 2025] neck | Location: X: 510 Y: 65 Z: -326 | Line: 1 | 喜报！
[Mon Feb 03 11:39:33 UTC 2025] neck | Location: X: 510 Y: 65 Z: -326 | Line: 2 | 睡前看了下
[Mon Feb 03 11:39:33 UTC 2025] neck | Location: X: 510 Y: 65 Z: -326 | Line: 3 | 不死图腾农场工作了！
[Mon Feb 03 11:52:27 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 0 | 为什么打不了字？？
[Mon Feb 03 11:52:27 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 1 | 
[Mon Feb 03 11:52:27 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 
[Mon Feb 03 11:52:27 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 
[Mon Feb 03 11:52:44 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 
[Mon Feb 03 11:52:44 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 
[Mon Feb 03 11:52:44 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 
[Mon Feb 03 11:52:44 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 
[Mon Feb 03 11:52:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 0 | 为什么打不了字？？
[Mon Feb 03 11:52:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 1 | lc在调插件，不小心把
[Mon Feb 03 11:52:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 我们都禁了
[Mon Feb 03 11:52:50 UTC 2025] neckProtecter | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 本来只有小希说不了
[Mon Feb 03 11:52:59 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 好吧T T
[Mon Feb 03 11:52:59 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 
[Mon Feb 03 11:52:59 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 
[Mon Feb 03 11:52:59 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 
[Mon Feb 03 11:53:16 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 0 | 
[Mon Feb 03 11:53:16 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 1 | 
[Mon Feb 03 11:53:16 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 2 | 
[Mon Feb 03 11:53:16 UTC 2025] Slatermy | Location: X: 509 Y: 65 Z: -326 | Line: 3 | 
[Mon Feb 03 11:53:32 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 0 | 
[Mon Feb 03 11:53:32 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 1 | 
[Mon Feb 03 11:53:32 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 2 | 
[Mon Feb 03 11:53:32 UTC 2025] Slatermy | Location: X: 508 Y: 65 Z: -326 | Line: 3 | 
[Mon Feb 03 12:24:02 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 0 | Bamboo
[Mon Feb 03 12:24:02 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 1 | 
[Mon Feb 03 12:24:02 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 2 | 
[Mon Feb 03 12:24:02 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 3 | 
[Mon Feb 03 12:25:03 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 0 | 抱歉踩坏你一块田
[Mon Feb 03 12:25:03 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 1 | ——Bamboo
[Mon Feb 03 12:25:03 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 2 | 
[Mon Feb 03 12:25:03 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 3 | 
[Mon Feb 03 12:25:37 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 0 | 抱歉踩坏你一块田
[Mon Feb 03 12:25:37 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 1 | ——Bamboo
[Mon Feb 03 12:25:37 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 2 | 
[Mon Feb 03 12:25:37 UTC 2025] Bamboo1118 | Location: X: -394 Y: 64 Z: 408 | Line: 3 | 
[Mon Feb 03 12:26:56 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 0 | 我帮你把地收了放在那
[Mon Feb 03 12:26:56 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 1 | 个大箱子里了
[Mon Feb 03 12:26:56 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 2 | 
[Mon Feb 03 12:26:56 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 3 | 
[Mon Feb 03 12:27:00 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 409 | Line: 0 | 
[Mon Feb 03 12:27:00 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 409 | Line: 1 | 
[Mon Feb 03 12:27:00 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 409 | Line: 2 | 
[Mon Feb 03 12:27:00 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 409 | Line: 3 | 
[Mon Feb 03 12:27:13 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 0 | 我帮你把地收了放在那
[Mon Feb 03 12:27:13 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 1 | 个大箱子里了
[Mon Feb 03 12:27:13 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 2 | 
[Mon Feb 03 12:27:13 UTC 2025] Bamboo1118 | Location: X: -393 Y: 64 Z: 408 | Line: 3 | 
[Mon Feb 03 13:19:22 UTC 2025] neckProtecter | Location: X: 511 Y: 68 Z: -315 | Line: 0 | 
[Mon Feb 03 13:19:22 UTC 2025] neckProtecter | Location: X: 511 Y: 68 Z: -315 | Line: 1 | 熔炉输入
[Mon Feb 03 13:19:22 UTC 2025] neckProtecter | Location: X: 511 Y: 68 Z: -315 | Line: 2 | 
[Mon Feb 03 13:19:22 UTC 2025] neckProtecter | Location: X: 511 Y: 68 Z: -315 | Line: 3 | 
[Mon Feb 03 13:19:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Mon Feb 03 13:19:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Mon Feb 03 13:19:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Mon Feb 03 13:19:34 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Mon Feb 03 13:19:35 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 0 | 
[Mon Feb 03 13:19:35 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 1 | 矿物
[Mon Feb 03 13:19:35 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 2 | 
[Mon Feb 03 13:19:35 UTC 2025] neckProtecter | Location: X: 509 Y: 67 Z: -316 | Line: 3 | 
[Mon Feb 03 13:36:06 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -250 | Line: 0 | 
[Mon Feb 03 13:36:06 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -250 | Line: 1 | 锋利5
[Mon Feb 03 13:36:06 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -250 | Line: 2 | 
[Mon Feb 03 13:36:06 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -250 | Line: 3 | 
[Mon Feb 03 13:36:12 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -248 | Line: 0 | 
[Mon Feb 03 13:36:12 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -248 | Line: 1 | 抢夺3
[Mon Feb 03 13:36:12 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -248 | Line: 2 | 
[Mon Feb 03 13:36:12 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -248 | Line: 3 | 
[Mon Feb 03 13:36:15 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -244 | Line: 0 | 
[Mon Feb 03 13:36:15 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -244 | Line: 1 | 耐久3
[Mon Feb 03 13:36:15 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -244 | Line: 2 | 
[Mon Feb 03 13:36:15 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -244 | Line: 3 | 
[Mon Feb 03 13:36:18 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -242 | Line: 0 | 
[Mon Feb 03 13:36:18 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -242 | Line: 1 | 激流3
[Mon Feb 03 13:36:18 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -242 | Line: 2 | 
[Mon Feb 03 13:36:18 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -242 | Line: 3 | 
[Mon Feb 03 13:36:25 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -234 | Line: 0 | 
[Mon Feb 03 13:36:25 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -234 | Line: 1 | 时运3
[Mon Feb 03 13:36:25 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -234 | Line: 2 | 
[Mon Feb 03 13:36:25 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -234 | Line: 3 | 
[Mon Feb 03 13:36:28 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -232 | Line: 0 | 
[Mon Feb 03 13:36:28 UTC 2025] neckProtecter | Location: X: 501 Y: 64 Z: -232 | Line: 1 | 横扫之刃3
